Timestamp,Tag,Value,Unit,Quality
2024-10-01 00:00:00,PUMP101.BEARING_TEMP,65.152,°C,GOOD
2024-10-01 02:00:00,PUMP101.BEARING_TEMP,64.48,°C,GOOD
2024-10-01 04:00:00,PUMP101.BEARING_TEMP,65.375,°C,GOOD
2024-10-01 06:00:00,PUMP101.BEARING_TEMP,65.47,°C,GOOD
2024-10-01 08:00:00,PUMP101.BEARING_TEMP,64.024,°C,GOOD
2024-10-01 10:00:00,PUMP101.BEARING_TEMP,64.349,°C,GOOD
2024-10-01 12:00:00,PUMP101.BEARING_TEMP,65.064,°C,GOOD
2024-10-01 14:00:00,PUMP101.BEARING_TEMP,64.842,°C,GOOD
2024-10-01 16:00:00,PUMP101.BEARING_TEMP,64.992,°C,GOOD
2024-10-01 18:00:00,PUMP101.BEARING_TEMP,64.573,°C,GOOD
2024-10-01 20:00:00,PUMP101.BEARING_TEMP,65.44,°C,GOOD
2024-10-01 22:00:00,PUMP101.BEARING_TEMP,65.389,°C,GOOD
2024-10-02 00:00:00,PUMP101.BEARING_TEMP,65.033,°C,GOOD
2024-10-02 02:00:00,PUMP101.BEARING_TEMP,65.564,°C,GOOD
2024-10-02 04:00:00,PUMP101.BEARING_TEMP,65.234,°C,GOOD
2024-10-02 06:00:00,PUMP101.BEARING_TEMP,64.57,°C,GOOD
2024-10-02 08:00:00,PUMP101.BEARING_TEMP,65.184,°C,GOOD
2024-10-02 10:00:00,PUMP101.BEARING_TEMP,64.521,°C,GOOD
2024-10-02 12:00:00,PUMP101.BEARING_TEMP,65.439,°C,GOOD
2024-10-02 14:00:00,PUMP101.BEARING_TEMP,64.975,°C,GOOD
2024-10-02 16:00:00,PUMP101.BEARING_TEMP,64.908,°C,GOOD
2024-10-02 18:00:00,PUMP101.BEARING_TEMP,64.66,°C,GOOD
2024-10-02 20:00:00,PUMP101.BEARING_TEMP,65.611,°C,GOOD
2024-10-02 22:00:00,PUMP101.BEARING_TEMP,64.923,°C,GOOD
2024-10-03 00:00:00,PUMP101.BEARING_TEMP,64.786,°C,GOOD
2024-10-03 02:00:00,PUMP101.BEARING_TEMP,64.824,°C,GOOD
2024-10-03 04:00:00,PUMP101.BEARING_TEMP,65.266,°C,GOOD
2024-10-03 06:00:00,PUMP101.BEARING_TEMP,65.183,°C,GOOD
2024-10-03 08:00:00,PUMP101.BEARING_TEMP,65.206,°C,GOOD
2024-10-03 10:00:00,PUMP101.BEARING_TEMP,65.215,°C,GOOD
2024-10-03 12:00:00,PUMP101.BEARING_TEMP,66.071,°C,GOOD
2024-10-03 14:00:00,PUMP101.BEARING_TEMP,64.797,°C,GOOD
2024-10-03 16:00:00,PUMP101.BEARING_TEMP,64.744,°C,GOOD
2024-10-03 18:00:00,PUMP101.BEARING_TEMP,64.593,°C,GOOD
2024-10-03 20:00:00,PUMP101.BEARING_TEMP,65.308,°C,GOOD
2024-10-03 22:00:00,PUMP101.BEARING_TEMP,65.564,°C,GOOD
2024-10-04 00:00:00,PUMP101.BEARING_TEMP,64.943,°C,GOOD
2024-10-04 02:00:00,PUMP101.BEARING_TEMP,64.58,°C,GOOD
2024-10-04 04:00:00,PUMP101.BEARING_TEMP,64.588,°C,GOOD
2024-10-04 06:00:00,PUMP101.BEARING_TEMP,65.325,°C,GOOD
2024-10-04 08:00:00,PUMP101.BEARING_TEMP,65.372,°C,GOOD
2024-10-04 10:00:00,PUMP101.BEARING_TEMP,65.272,°C,GOOD
2024-10-04 12:00:00,PUMP101.BEARING_TEMP,64.667,°C,GOOD
2024-10-04 14:00:00,PUMP101.BEARING_TEMP,65.116,°C,GOOD
2024-10-04 16:00:00,PUMP101.BEARING_TEMP,65.058,°C,GOOD
2024-10-04 18:00:00,PUMP101.BEARING_TEMP,65.109,°C,GOOD
2024-10-04 20:00:00,PUMP101.BEARING_TEMP,65.436,°C,GOOD
2024-10-04 22:00:00,PUMP101.BEARING_TEMP,65.112,°C,GOOD
2024-10-05 00:00:00,PUMP101.BEARING_TEMP,65.339,°C,GOOD
2024-10-05 02:00:00,PUMP101.BEARING_TEMP,65.034,°C,GOOD
2024-10-05 04:00:00,PUMP101.BEARING_TEMP,65.145,°C,GOOD
2024-10-05 06:00:00,PUMP101.BEARING_TEMP,65.316,°C,GOOD
2024-10-05 08:00:00,PUMP101.BEARING_TEMP,64.271,°C,GOOD
2024-10-05 10:00:00,PUMP101.BEARING_TEMP,64.84,°C,GOOD
2024-10-05 12:00:00,PUMP101.BEARING_TEMP,64.765,°C,GOOD
2024-10-05 14:00:00,PUMP101.BEARING_TEMP,64.681,°C,GOOD
2024-10-05 16:00:00,PUMP101.BEARING_TEMP,64.862,°C,GOOD
