Timestamp,Tag,Value,Unit,Quality
2024-06-01 00:00:00,PUMP101.BEARING_TEMP,65.152,°C,GOOD
2024-06-01 12:00:00,PUMP101.BEARING_TEMP,64.48,°C,GOOD
2024-06-02 00:00:00,PUMP101.BEARING_TEMP,65.375,°C,GOOD
2024-06-02 12:00:00,PUMP101.BEARING_TEMP,65.47,°C,GOOD
2024-06-03 00:00:00,PUMP101.BEARING_TEMP,64.024,°C,GOOD
2024-06-03 12:00:00,PUMP101.BEARING_TEMP,64.349,°C,GOOD
2024-06-04 00:00:00,PUMP101.BEARING_TEMP,65.064,°C,GOOD
2024-06-04 12:00:00,PUMP101.BEARING_TEMP,64.842,°C,GOOD
2024-06-05 00:00:00,PUMP101.BEARING_TEMP,64.992,°C,GOOD
2024-06-05 12:00:00,PUMP101.BEARING_TEMP,64.573,°C,GOOD
2024-06-06 00:00:00,PUMP101.BEARING_TEMP,65.44,°C,BAD
2024-06-06 12:00:00,PUMP101.BEARING_TEMP,65.389,°C,GOOD
2024-06-07 00:00:00,PUMP101.BEARING_TEMP,65.033,°C,GOOD
2024-06-07 12:00:00,PUMP101.BEARING_TEMP,65.564,°C,GOOD
2024-06-08 00:00:00,PUMP101.BEARING_TEMP,65.234,°C,GOOD
2024-06-08 12:00:00,PUMP101.BEARING_TEMP,64.57,°C,GOOD
2024-06-09 00:00:00,PUMP101.BEARING_TEMP,65.184,°C,GOOD
2024-06-09 12:00:00,PUMP101.BEARING_TEMP,64.521,°C,GOOD
2024-06-10 00:00:00,PUMP101.BEARING_TEMP,65.439,°C,GOOD
2024-06-10 12:00:00,PUMP101.BEARING_TEMP,64.975,°C,GOOD
2024-06-11 00:00:00,PUMP101.BEARING_TEMP,64.908,°C,GOOD
2024-06-11 12:00:00,PUMP101.BEARING_TEMP,64.66,°C,GOOD
2024-06-12 00:00:00,PUMP101.BEARING_TEMP,65.611,°C,GOOD
2024-06-12 12:00:00,PUMP101.BEARING_TEMP,64.923,°C,GOOD
2024-06-13 00:00:00,PUMP101.BEARING_TEMP,64.786,°C,GOOD
2024-06-13 12:00:00,PUMP101.BEARING_TEMP,64.824,°C,GOOD
2024-06-14 00:00:00,PUMP101.BEARING_TEMP,65.266,°C,BAD
2024-06-14 12:00:00,PUMP101.BEARING_TEMP,65.183,°C,GOOD
2024-06-15 00:00:00,PUMP101.BEARING_TEMP,65.206,°C,GOOD
2024-06-15 12:00:00,PUMP101.BEARING_TEMP,65.215,°C,GOOD
2024-06-16 00:00:00,PUMP101.BEARING_TEMP,66.071,°C,GOOD
2024-06-16 12:00:00,PUMP101.BEARING_TEMP,64.797,°C,GOOD
2024-06-17 00:00:00,PUMP101.BEARING_TEMP,64.744,°C,GOOD
2024-06-17 12:00:00,PUMP101.BEARING_TEMP,64.593,°C,GOOD
2024-06-18 00:00:00,PUMP101.BEARING_TEMP,65.308,°C,GOOD
2024-06-18 12:00:00,PUMP101.BEARING_TEMP,65.564,°C,GOOD
2024-06-19 00:00:00,PUMP101.BEARING_TEMP,64.943,°C,GOOD
2024-06-19 12:00:00,PUMP101.BEARING_TEMP,64.58,°C,GOOD
2024-06-20 00:00:00,PUMP101.BEARING_TEMP,64.588,°C,GOOD
2024-06-20 12:00:00,PUMP101.BEARING_TEMP,65.325,°C,GOOD
2024-06-21 00:00:00,PUMP101.BEARING_TEMP,65.372,°C,GOOD
2024-06-21 12:00:00,PUMP101.BEARING_TEMP,65.272,°C,GOOD
2024-06-22 00:00:00,PUMP101.BEARING_TEMP,64.667,°C,GOOD
2024-06-22 12:00:00,PUMP101.BEARING_TEMP,65.116,°C,GOOD
2024-06-23 00:00:00,PUMP101.BEARING_TEMP,65.058,°C,GOOD
2024-06-23 12:00:00,PUMP101.BEARING_TEMP,65.109,°C,GOOD
2024-06-24 00:00:00,PUMP101.BEARING_TEMP,65.436,°C,GOOD
