Timestamp,Tag,Value,Unit,Quality
2025-01-01 00:00:00,PUMP101.FLOW_RATE,120.152,m3/h,GOOD
2025-01-01 01:00:00,PUMP101.FLOW_RATE,119.48,m3/h,GOOD
2025-01-01 02:00:00,PUMP101.FLOW_RATE,120.375,m3/h,GOOD
2025-01-01 03:00:00,PUMP101.FLOW_RATE,120.47,m3/h,GOOD
2025-01-01 04:00:00,PUMP101.FLOW_RATE,119.024,m3/h,GOOD
2025-01-01 05:00:00,PUMP101.FLOW_RATE,119.349,m3/h,GOOD
2025-01-01 06:00:00,PUMP101.FLOW_RATE,120.064,m3/h,GOOD
2025-01-01 07:00:00,PUMP101.FLOW_RATE,119.842,m3/h,GOOD
2025-01-01 08:00:00,PUMP101.FLOW_RATE,119.992,m3/h,GOOD
2025-01-01 09:00:00,PUMP101.FLOW_RATE,119.573,m3/h,GOOD
2025-01-01 10:00:00,PUMP101.FLOW_RATE,120.44,m3/h,GOOD
2025-01-01 11:00:00,PUMP101.FLOW_RATE,120.389,m3/h,GOOD
2025-01-01 12:00:00,PUMP101.FLOW_RATE,120.033,m3/h,GOOD
2025-01-01 13:00:00,PUMP101.FLOW_RATE,120.564,m3/h,GOOD
2025-01-01 14:00:00,PUMP101.FLOW_RATE,120.234,m3/h,GOOD
2025-01-01 15:00:00,PUMP101.FLOW_RATE,119.57,m3/h,GOOD
2025-01-01 16:00:00,PUMP101.FLOW_RATE,120.184,m3/h,GOOD
2025-01-01 17:00:00,PUMP101.FLOW_RATE,119.521,m3/h,GOOD
2025-01-01 18:00:00,PUMP101.FLOW_RATE,120.439,m3/h,GOOD
2025-01-01 19:00:00,PUMP101.FLOW_RATE,119.975,m3/h,GOOD
2025-01-01 20:00:00,PUMP101.FLOW_RATE,119.908,m3/h,GOOD
2025-01-01 21:00:00,PUMP101.FLOW_RATE,119.66,m3/h,GOOD
2025-01-01 22:00:00,PUMP101.FLOW_RATE,120.611,m3/h,GOOD
2025-01-01 23:00:00,PUMP101.FLOW_RATE,119.923,m3/h,GOOD
2025-01-02 00:00:00,PUMP101.FLOW_RATE,119.786,m3/h,GOOD
2025-01-02 01:00:00,PUMP101.FLOW_RATE,119.824,m3/h,GOOD
2025-01-02 02:00:00,PUMP101.FLOW_RATE,120.266,m3/h,GOOD
2025-01-02 03:00:00,PUMP101.FLOW_RATE,120.183,m3/h,GOOD
2025-01-02 04:00:00,PUMP101.FLOW_RATE,120.206,m3/h,GOOD
2025-01-02 05:00:00,PUMP101.FLOW_RATE,120.215,m3/h,GOOD
2025-01-02 06:00:00,PUMP101.FLOW_RATE,121.071,m3/h,GOOD
2025-01-02 07:00:00,PUMP101.FLOW_RATE,119.797,m3/h,GOOD
2025-01-02 08:00:00,PUMP101.FLOW_RATE,119.744,m3/h,GOOD
2025-01-02 09:00:00,PUMP101.FLOW_RATE,119.593,m3/h,GOOD
2025-01-02 10:00:00,PUMP101.FLOW_RATE,120.308,m3/h,GOOD
2025-01-02 11:00:00,PUMP101.FLOW_RATE,120.564,m3/h,GOOD
2025-01-02 12:00:00,PUMP101.FLOW_RATE,119.943,m3/h,GOOD
2025-01-02 13:00:00,PUMP101.FLOW_RATE,119.58,m3/h,GOOD
2025-01-02 14:00:00,PUMP101.FLOW_RATE,119.588,m3/h,GOOD
2025-01-02 15:00:00,PUMP101.FLOW_RATE,120.325,m3/h,GOOD
2025-01-02 16:00:00,PUMP101.FLOW_RATE,120.372,m3/h,GOOD
2025-01-02 17:00:00,PUMP101.FLOW_RATE,120.272,m3/h,BAD
2025-01-02 18:00:00,PUMP101.FLOW_RATE,119.667,m3/h,GOOD
2025-01-02 19:00:00,PUMP101.FLOW_RATE,120.116,m3/h,GOOD
2025-01-02 20:00:00,PUMP101.FLOW_RATE,120.058,m3/h,GOOD
2025-01-02 21:00:00,PUMP101.FLOW_RATE,120.109,m3/h,GOOD
2025-01-02 22:00:00,PUMP101.FLOW_RATE,120.436,m3/h,GOOD
2025-01-02 23:00:00,PUMP101.FLOW_RATE,120.112,m3/h,GOOD
2025-01-03 00:00:00,PUMP101.FLOW_RATE,120.339,m3/h,GOOD
2025-01-03 01:00:00,PUMP101.FLOW_RATE,120.034,m3/h,GOOD
2025-01-03 02:00:00,PUMP101.FLOW_RATE,120.145,m3/h,GOOD
2025-01-03 03:00:00,PUMP101.FLOW_RATE,120.316,m3/h,GOOD
2025-01-03 04:00:00,PUMP101.FLOW_RATE,119.271,m3/h,GOOD
2025-01-03 05:00:00,PUMP101.FLOW_RATE,119.84,m3/h,GOOD
2025-01-03 06:00:00,PUMP101.FLOW_RATE,119.765,m3/h,GOOD
2025-01-03 07:00:00,PUMP101.FLOW_RATE,119.681,m3/h,GOOD
2025-01-03 08:00:00,PUMP101.FLOW_RATE,119.862,m3/h,GOOD
2025-01-03 09:00:00,PUMP101.FLOW_RATE,120.747,m3/h,GOOD
2025-01-03 10:00:00,PUMP101.FLOW_RATE,119.567,m3/h,GOOD
2025-01-03 11:00:00,PUMP101.FLOW_RATE,120.484,m3/h,GOOD
2025-01-03 12:00:00,PUMP101.FLOW_RATE,119.159,m3/h,GOOD
2025-01-03 13:00:00,PUMP101.FLOW_RATE,119.833,m3/h,GOOD
2025-01-03 14:00:00,PUMP101.FLOW_RATE,120.081,m3/h,GOOD
2025-01-03 15:00:00,PUMP101.FLOW_RATE,120.293,m3/h,GOOD
2025-01-03 16:00:00,PUMP101.FLOW_RATE,120.356,m3/h,GOOD
2025-01-03 17:00:00,PUMP101.FLOW_RATE,120.397,m3/h,GOOD
2025-01-03 18:00:00,PUMP101.FLOW_RATE,119.826,m3/h,GOOD
2025-01-03 19:00:00,PUMP101.FLOW_RATE,119.769,m3/h,GOOD
2025-01-03 20:00:00,PUMP101.FLOW_RATE,120.429,m3/h,GOOD
2025-01-03 21:00:00,PUMP101.FLOW_RATE,119.904,m3/h,GOOD
2025-01-03 22:00:00,PUMP101.FLOW_RATE,119.362,m3/h,GOOD
2025-01-03 23:00:00,PUMP101.FLOW_RATE,119.433,m3/h,GOOD
2025-01-04 00:00:00,PUMP101.FLOW_RATE,119.54,m3/h,GOOD
2025-01-04 01:00:00,PUMP101.FLOW_RATE,120.249,m3/h,GOOD
2025-01-04 02:00:00,PUMP101.FLOW_RATE,120.071,m3/h,GOOD
2025-01-04 03:00:00,PUMP101.FLOW_RATE,120.345,m3/h,GOOD
2025-01-04 04:00:00,PUMP101.FLOW_RATE,119.786,m3/h,GOOD
2025-01-04 05:00:00,PUMP101.FLOW_RATE,120.079,m3/h,GOOD
2025-01-04 06:00:00,PUMP101.FLOW_RATE,120.313,m3/h,GOOD
2025-01-04 07:00:00,PUMP101.FLOW_RATE,119.845,m3/h,GOOD
2025-01-04 08:00:00,PUMP101.FLOW_RATE,120.228,m3/h,GOOD
2025-01-04 09:00:00,PUMP101.FLOW_RATE,119.669,m3/h,GOOD
2025-01-04 10:00:00,PUMP101.FLOW_RATE,119.818,m3/h,GOOD
2025-01-04 11:00:00,PUMP101.FLOW_RATE,119.809,m3/h,GOOD
2025-01-04 12:00:00,PUMP101.FLOW_RATE,119.402,m3/h,GOOD
2025-01-04 13:00:00,PUMP101.FLOW_RATE,120.243,m3/h,GOOD
2025-01-04 14:00:00,PUMP101.FLOW_RATE,119.765,m3/h,GOOD
2025-01-04 15:00:00,PUMP101.FLOW_RATE,120.006,m3/h,GOOD
2025-01-04 16:00:00,PUMP101.FLOW_RATE,120.24,m3/h,GOOD
2025-01-04 17:00:00,PUMP101.FLOW_RATE,120.223,m3/h,GOOD
2025-01-04 18:00:00,PUMP101.FLOW_RATE,120.333,m3/h,GOOD
2025-01-04 19:00:00,PUMP101.FLOW_RATE,119.951,m3/h,GOOD
2025-01-04 20:00:00,PUMP101.FLOW_RATE,119.788,m3/h,GOOD
2025-01-04 21:00:00,PUMP101.FLOW_RATE,119.96,m3/h,GOOD
2025-01-04 22:00:00,PUMP101.FLOW_RATE,119.156,m3/h,GOOD
2025-01-04 23:00:00,PUMP101.FLOW_RATE,119.276,m3/h,GOOD
2025-01-05 00:00:00,PUMP101.FLOW_RATE,119.339,m3/h,GOOD
2025-01-05 01:00:00,PUMP101.FLOW_RATE,119.501,m3/h,GOOD
2025-01-05 02:00:00,PUMP101.FLOW_RATE,120.2,m3/h,GOOD
2025-01-05 03:00:00,PUMP101.FLOW_RATE,119.547,m3/h,GOOD
2025-01-05 04:00:00,PUMP101.FLOW_RATE,119.811,m3/h,GOOD
2025-01-05 05:00:00,PUMP101.FLOW_RATE,120.65,m3/h,GOOD
2025-01-05 06:00:00,PUMP101.FLOW_RATE,119.822,m3/h,GOOD
2025-01-05 07:00:00,PUMP101.FLOW_RATE,120.369,m3/h,GOOD
2025-01-05 08:00:00,PUMP101.FLOW_RATE,119.533,m3/h,BAD
2025-01-05 09:00:00,PUMP101.FLOW_RATE,119.897,m3/h,GOOD
2025-01-05 10:00:00,PUMP101.FLOW_RATE,119.525,m3/h,GOOD
2025-01-05 11:00:00,PUMP101.FLOW_RATE,119.83,m3/h,GOOD
